 puntos x  pn(x)
  0.44321608040201005       0.36344175254072542     
  0.44773869346733675       0.36667671712986427     
  0.45226130653266333       0.36990211354279073     
  0.45678391959798997       0.37311794177950530     
  0.46130653266331656       0.37632420184000748     
  0.46582914572864326       0.37952089372429765     
  0.47035175879396990       0.38270801743237559     
  0.47487437185929648       0.38588557296424164     
  0.47939698492462313       0.38905356031989524     
  0.48391959798994971       0.39221197949933689     
  0.48844221105527641       0.39536083050256632     
  0.49296482412060305       0.39850011332958363     
  0.49748743718592964       0.40162982798038871     
  0.50201005025125633       0.40474997445498173     
  0.50653266331658287       0.40786055275336253     
  0.51105527638190951       0.41096156287553109     
  0.51557788944723626       0.41405300482148771     
  0.52010050251256279       0.41713487859123211     
  0.52462311557788943       0.42020718418476438     
  0.52914572864321607       0.42326992160208443     
  0.53366834170854272       0.42632309084319231     
  0.53819095477386936       0.42936669190808824     
  0.54271356783919600       0.43240072479677188     
  0.54723618090452264       0.43542518950924336     
  0.55175879396984928       0.43844008604550277     
  0.55628140703517592       0.44144541440554996     
  0.56080402010050256       0.44444117458938504     
  0.56532663316582910       0.44742736659700783     
  0.56984924623115585       0.45040399042841872     
  0.57437185929648238       0.45337104608361722     
  0.57889447236180902       0.45632853356260372     
  0.58341708542713577       0.45927645286537822     
  0.58793969849246230       0.46221480399194026     
  0.59246231155778895       0.46514358694229030     
  0.59698492462311559       0.46806280171642828     
  0.60150753768844223       0.47097244831435403     
  0.60603015075376887       0.47387252673606761     
  0.61055276381909551       0.47676303698156908     
  0.61507537688442215       0.47964397905085832     
  0.61959798994974868       0.48251535294393544     
  0.62412060301507544       0.48537715866080050     
  0.62864321608040208       0.48822939620145339     
  0.63316582914572861       0.49107206556589400     
  0.63768844221105525       0.49390516675412260     
  0.64221105527638189       0.49672869976613898     
  0.64673366834170865       0.49954266460194330     
  0.65125628140703518       0.50234706126153539     
  0.65577889447236182       0.50514188974491547     
  0.66030150753768846       0.50792715005208311     
  0.66482412060301510       0.51070284218303885     
  0.66934673366834174       0.51346896613778237     
  0.67386934673366827       0.51622552191631377     
  0.67839195979899503       0.51897250951863305     
  0.68291457286432167       0.52170992894474011     
  0.68743718592964831       0.52443778019463505     
  0.69195979899497495       0.52715606326831788     
  0.69648241206030148       0.52986477816578836     
  0.70100502512562812       0.53256392488704696     
  0.70552763819095476       0.53525350343209321     
  0.71005025125628152       0.53793351380092758     
  0.71457286432160816       0.54060395599354960     
  0.71909547738693469       0.54326483000995940     
  0.72361809045226133       0.54591613585015719     
  0.72814070351758797       0.54855787351414276     
  0.73266331658291461       0.55119004300191632     
  0.73718592964824126       0.55381264431347765     
  0.74170854271356779       0.55642567744882676     
  0.74623115577889443       0.55902914240796375     
  0.75075376884422118       0.56162303919088874     
  0.75527638190954782       0.56420736779760139     
  0.75979899497487446       0.56678212822810203     
  0.76432160804020099       0.56934732048239045     
  0.76884422110552764       0.57190294456046664     
  0.77336683417085428       0.57444900046233083     
  0.77788944723618092       0.57698548818798279     
  0.78241206030150767       0.57951240773742274     
  0.78693467336683409       0.58202975911065025     
  0.79145728643216084       0.58453754230766597     
  0.79597989949748749       0.58703575732846924     
  0.80050251256281413       0.58952440417306051     
  0.80502512562814077       0.59200348284143967     
  0.80954773869346730       0.59447299333360648     
  0.81407035175879394       0.59693293564956140     
  0.81859296482412058       0.59938330978930399     
  0.82311557788944734       0.60182411575283457     
  0.82763819095477398       0.60425535354015292     
  0.83216080402010051       0.60667702315125915     
  0.83668341708542715       0.60908912458615316     
  0.84120603015075379       0.61149165784483517     
  0.84572864321608043       0.61388462292730483     
  0.85025125628140708       0.61626801983356250     
  0.85477386934673361       0.61864184856360793     
  0.85929648241206025       0.62100610911744125     
  0.86381909547738700       0.62336080149506246     
  0.86834170854271364       0.62570592569647154     
  0.87286432160804028       0.62804148172166852     
  0.87738693467336681       0.63036746957065326     
  0.88190954773869346       0.63268388924342567     
  0.88643216080402010       0.63499074073998607     
  0.89095477386934674       0.63728802406033447     
  0.89547738693467349       0.63957573920447075     
  0.90000000000000002       0.64185388617239469     
